sn,comment,user,loc,thumbups
107933101,"You’re correct, of course. It’s not that complicated.

Unless you have an ego as big as the universe.
Unless you don’t listen to scientists and scholars.
Unless you’re a narcissist who denies reality.
Unless you refuse to believe that you don’t know everything.
Unless you’re truly ignorant.
Unless you have an otherworldly need to display your false machismo.

Etc. etc. etc. and so forth

Unless your name is donald trump.",34385967,"Burlington , Vermont",3
107936142,"From your lips, Jesse Wegman, to God's Ear.",33461964,"West Palm Beach, FL",1
107936607,"""My commandment is to love each other as I have loved you.""

What would Jesus do?",79264289,KY,4
107938093,"If you don't like wearing a mask, you're really going to hate wearing a ventilator.",70605852,"Cincinnati, OH",13
107937830,""".....whatever you can get your hands on that fits over your nose and mouth.""

A lot of healthy people won't wear a mask *correctly*, e.g., over their nose. There should be comprehensive mask regulations for the entire country.",62537324,RI,0
107933704,Wearing a mask is an outward and visible sign that you want to help America and the world. Not wearing a mask marks you as unpatriotic and inhumane.,117692867,Winston-Salem,6
107933799,"Trump’s resolute aversion to mask-wearing can be traced to his unshakable belief that his hero, President Andrew Jackson a/k/a “Old Hickory”, wouldn’t be caught dead on his trusty horse while wearing one. The very thought of such an unmanly incongruity is repugnant for our Fake President. Additionally, he probably saw a photo of his arch nemesis, Barack Obama, wearing a mask. We all know well that if his respected and beloved predecessor did it, or anything for that matter, insecure Trump will never do the same.",70564355,"Edgewater, MD",0
107933323,"leave it to Mitch to wear a 98 cent run-of-mill mask, instead of having at least some sort of fashion sense plus, his glasses steam up with that mask ....come on Mitch, get it together man !!!",64959094,Whidbey Island USA,1
107935481,"Apologies to be a bit substandard... Should Mr. Trump eventually have the - rather, his - genius idea of wearing a mask, the big plus would be that no one would ever have to see his gutter mouth again.",99210919,Berlin. Germany,1
107935515,"""would you sneeze in your hand and not wipe it off before shaking someone's hand""
I don't know if I am more appalled than disgusted. First, you do not sneeze in your hand. Second, if you do, you do not wipe off. You wash your hands, thoroughly.",73654451,Germany,1
107935980,"Mr. Wegman:  No one in America is following President Trump’s lead whether to wear a mask or not.  

That’s just not how we make decisions. 

If he has any effect at all in this regard it is that half of America declares they will do the opposite of whatever it is he does!


Consider this though – 

Remember “The King’s Speech”, the movie starring Colin Firth and Geoffrey Rush?

It dramatized the complicated deception that had gone on behind the scenes of the young and newly-crowned King George’s historic radio address to an anxious and frightened United Kingdom following the declaration of war on Nazi Germany in 1939. 

The deception was to mask the lifelong severe and debilitating stammer of the king. They were afraid that stammering in that great moment would, however unfairly, “project weakness and defeat”. 

An innovative speech therapist was called in to work and rehearse with Albert, aka “Bertie”. He stood with the king in the radio booth and “conducted” him like an orchestral conductor through the speech. 

Triumph!  The nation was rallied and unified. 

Mr. Wegman:  the country in this hour just NEEDS to see the President of the United States’ face and facial expressions. 

That’s it.  That’s all.  That’s just the way it is.",16181636,AK,0
107936224,"Not wearing a mask is not patriotic, it is idiotic.

Your freedom to swing your fist ends before you hit my face.

You not wearing a mask puts me at risk for dying of COVID-19.  

You not wearing a mask tells me everything I need to know about your regard for me and mine.",65612941,"La Paz, Texas",7
107938135,"He said it himself. ""Kings, queens and dictators don't wear masks."". 
If that doesn't tell us where his mind is, nothing ever will",27734914,Brooklyn,5
107933219,"Isn’t it just terrific that our two top elected leaders...Messrs. Trump and Pence....have, in their name-attaching vernacular, become total proven  “buffoons”.  Let’s let that settle in a bit to them....

What a mess!!  How proud they should be....",17147863,New York,0
107933532,"Ah yes, Goldman Sachs, expert epidemiologists.",49957664,"Montreal, Quebec",2
107937186,“Almost any mask will do” but NOT one with an exhalation valve!!!,22437897,Atlanta,1
107937115,"Seen yesterday in Comments: 
""If you are bothered by the mask you are going to hate the ventilator.""",57193918,Boston area,2
107937200,"Blue states: let’s look at this rationally and try to workout a useful plan.

Red states: you can’t tell me what to do daddy.",78539090,Toronto,3
107933548,Who is that unmasked man? Surely not the Lone Ranger...cue in the William Tell Overture...,62685178,Lakewood CO,2
107933639,"Please wear a mascot protect those around you.  Gloves however,are not necessary.",58129573,Florida,0
107937530,"Can we please stop using the passive voice to describe the politicizing of masks? I keep hearing ""Masks have been politicized."" -- No active subject there. No. republicans politicized masks. trump-troll-following, fox-news-watching, anti-science republicans politicized wearing masks. dear leader politicized it.",68061077,Colorado,4
107937726,"""bluster and bleach"" Beautiful!",4892915,"Montrose, CO",2
107938345,"Boy, it's tough being a nihilist in today's society. You can't say or do anything without being attacked by people demanding that you adhere to their values.",90168696,Northern MI,1
107933265,"How about a bumper sticker:  Don't Make Me Ask, Just Put on Your Mask",46915453,Miami Beach,2
107935660,"Some are red, some are blue.  
Covid has no political view.
Is it really so much to ask
To cover your maw with a mask
This is not the seasonal flu",75896568,An Undisclosed Location,4
107936139,"To the non mask wearers:  How would you like to have unprotected sex with someone with HIV?   You know, the condom is uncomfortable and it doesn't feel as good, plus it's their God given right as an American not to wear one.",28873461,"Pelham Manor, NY",5
107933486,"The person now occupying the oval office in the White Office, does not have the disposition or maturity to provide the leadership the nation  needs.  He will never admit that he was wrong about not encouraging the wearing of masks early in the pandemic.  Before wearing one in public himself,  he will sacrifice his first born son, or at least his son -in-law.",61822061,NC,1
107934403,Once again the presidential helicopter landed at the White House and no one got out.,79123470,S.E. Washington State,0
107935459,"Some here are trying to troll for the idea that masks are useless....reminds me of the ''climate change, disruption theory''  is a hoax people.

The different masks have different levels of containment of particles from a mouth or nose. The best n95-and above have about a 85% containment rate.

The best way to promote liberty is to promote intelligence, and stay healthy and alive.",86768202,Orbiting our potential demise,1
107939124,"It's not necessarily politics. It's selfishness. But it's not all our fault. This view has been ingrained in us for more than 250 years. Let's review history. The US was founded on the principle of ""rugged individualism."" That's all well and good, until something like a highly infectious virus comes along, one which requires widespread public cooperation for the well being of all. It's difficult for people to discard the deeply ingrained belief they have been taught all their lives, the philosophy that competition is more important that cooperation, that me, myself, and I is more important than you, yourself, and yours, and we must work together to combat a thing we can't see, hear, or feel so we can protect as many people as possible.

Everyone has been affected negatively by this virus, but the healthy people don't see any benefit to THEM in continuing to abide by these restrictions. They lost their job, they've gone broke, been locked down, they're isolated from their friends and family, in essence, they have experienced many restrictions on the freedoms this country was founded on when we moved away from Britain in the first place. I don't agree with this viewpoint, but I understand it.",78899448,"Anchorage, AK",1
107939109,"""demonstrating that they are the elite; smarter, more rational, and morally superior to everyone else""

Um, it's called living responsibly in a society and trying not to harm others or take our healthcare providers for granted. Having had COVID-19 in March, maybe I should have skipped wearing a mask and gone out and seeded a whole community in the southern state that I was stuck in at the time with it because it was my right to put others at risk? No, I quarantined for 21 days after a 36-hour, 5-airport flight back from overseas. And considering I'm 43 and have no health conditions, I was sick for 13 days, developed pneumonia in one lung, and it took me 6 weeks to return to normal exercise. It's not a joke. It's not a hoax. It's not a liberal snowflake thing. It's a virus and we need to take care of everyone in our communities. Unfortunately a large swath of people need to experience it firsthand before they even reconsider their stance, but it has consequences.",50291836,New York,6
107939107,"To all who protest being told what to do, for decades I’ve noticed near universal compliance with the “no shirt, no shoes, no service” mandate. What gives? Where’s the outrage? Right. None. So let’s add “no masks” to that accepted mandate in these extraordinary times and move forward together toward a healthy nation and economy.",72906966,Spokane WA,3
107936438,"My father spent 3 years in Europe fighting the Nazis, and my mother sacrificed on the home front. Millions of Americans fought and sacrificed for the greater good, and it's too much trouble to wear a mask? Ridiculous selfishness.",66056984,Kent,17
107936862,"The dumbest comment I read yesterday on social media about wearing a mask. - ""If I wear a mask, then I will swallow my own germs.""  I sat at the computer just shaking my head.",68756294,PA,7
107937225,"Pensacola -- Everyone I saw yesterday, at the doctor's office, at the strip mall, at Kohl's, in the street was masked up. Young, old, male, female, you name it, they were being responsible, even socially distancing.

It took the governor and mayor to make this happen, but it finally did. Several days ago, mask-wearing was @ 50-50, and no social distancing.

It's business as usual pretty much down here, but I heard our quaint downtown area with its many interesting shops and themed restaurants is a ghost town. Another good thing, for now anyway. Takeout, however, is booming; long lines at all drive-thrus.

So I'm heartened, and you should be, too. When we've tried everything else, our backs to the wall, and the law insists, then even Floridians finally do the right thing.

Therefore, maybe a majority of Floridians will finally understand that Trump is a terrible man and a terrible president. I think that they will. I predict that Florida will go barely blue in November. My neighbor still flies his Confederate battle flag after all even on the Fourth of July.",69580355,From NW Florida,6
107934284,"How sad, unfortunate and selfish that a good majority of Americans care more about their own inconvenience, are defiant and believe the masks are an  infringement to their rights. This sense of arrogant denial is the reason the COVID-19 cases are rising in the U.S. and millions still don’t get it. Many chose to follow Trump’s lead in not wearing a mask and many are now paying the price whereas Trump gets tested daily and has the best medical care in the world should he become infected.",66775831,New York,5
107937997,"You're preaching to the choir. Everybody who wears a mask, even those who hate it, understands why it's important to wear a mask. The vast majority of those who refuse to wear one also understand why it's important, but their personal agenda trumps this understanding. You're addressing the wrong issue in trying to make people understand why they need to wear a mask --- we already understand.

The right issue to address is the one that keeps people from washing their hands after using the bathroom; that tells them it's okay to hock up and spit on the sidewalk, down there close to where kids are walking; that has them sit in a crowded airplane and cough for the duration of a 2,000 mile flight; that has them sneeze loudly and violently without covering their mouth or nose with a handkerchief if they even bother to carry one. There is a significant portion of our citizenry that does not have a serious concern for their social responsibility. 

This is the issue, and no amount of haranguing people to wear masks will overcome this selfishness. The answer to your question about whether some people would sneeze into their hand and not wipe it off before shaking hands with someone else is, yes, they would.",56474467,Placitas,6
107934018,"The initial lies about the masks by the CDC was more harmful than the column describes.  It's not just that people are rigidly saying that ""they changed the rules.""  As someone who wears N95 masks for certain activities, I immediately knew something was wrong with their statements.  

The idea that people we are supposed to trust, doctors, lied to us remains a problem, I think.

Heck, I'm very liberal, always wear a mask and understand that sometimes changing understanding of a new phenomenon is to be expected. Fauci is a hero along with others.t But it left a bad taste that they did this.

Had they instead just said that N-95s needed to be reserved for healthcare workers, but you should wear a bandana or cloth mask, we'd be further ahead right now.  We expect lying from Trump and McConnell.  But it's a bitter pill that those who are supposed to be protecting us, put us at risk.  We've known about masks since at least 1918.",73681419,Michigan,8
107936700,"Meanwhile, Trump plans to preside over two mass gatherings, at Mt. Rushmore and in D.C., this weekend, carelessly risking the health of others in order to satisfy his egocentric need for adulation from his base.

How many will get sick from those events, put on only to stroke Trump’s peacock ego? It’s horrifying to see how little regard Trump and his minions have for their fellow Americans.",56097836,"Midwest, U.S.A.",6
107937722,"Trump is too arrogant to wear a mask; Trump has no empathy, especially for others to consider wearing a mask; Trump isn't intelligent enough to understand this virus will not get better unless this practice is adapted by everyone, thus helping our economy. We need leadership.

People that don't believe this virus is for real haven't been affected by it personally. Perhaps they should  visit with a healthcare official that witnesses the suffering and lack of equipment everyday to understand this crisis. Or perhaps have an emergency that requires the hospital but being turned away because of this Covid crisis, having to have to call an ambulance to be considered an emergency. 

Perhaps Trump will eventually be exposed to the effects of it all through his own health, being voted out, or having someone like a loved one deal with the illness. 

They simply can't think ahead, or think they have it all figured out, ignoring the staggering number of deaths, the over capacity of hospital beds.

And here in Georgia, healthcare workers are gathering a petition and presenting it to our own governor, pleading with the order of wearing of masks and closures of social gatherings.",118007543,MetroAtlanta,4
107937746,"Read something interesting yesterday, the author compared not wearing a mask to other instances where some American people ignore other health improvement or enhancement advice by the experts.  To wit, don’t smoke cigarettes, keep your body weight down, cut back on eating bags of pork rinds, do some exercise, eat more vegetables, etc.

True I suppose, but the above, with the exception of second hand cigarette smoke, does not injure my health.  Not wearing a mask these days, is a threat to my well being, and I resent anyone who does that.  Get the picture of why there is so much hate?",71789640,Northern California,6
107938498,Rugged American Individualism trumps community well-being yet again.  Sad.,58276265,Kansas,5
107937837,"I wear a mask because I'm afraid of the people who don't. Is this the person that's going to infect me, I momentarily think whenever I see someone coming toward me who isn't wearing a mask. I usually get out of their way if I can. 

I do wonder if the non-mask wearers are all orphans, because surely if they had elderly parents or other family members they'd want to protect them. But, maybe not. Selfishness and egotism are powerful motivators.",50527257,Seattle,6
107937862,"We are at war against a remarkably weak enemy—so weak, in fact, that it cannot win without our complete help. It needs our legs for travel, our droplets for transmission. The only weapons we need to defeat it are physical distancing, mask-wearing, frequent hand washing, and crowd-avoiding. Yet in refusing to do these simple things, we persist in fighting on the side of the foe. Doesn’t that make us traitors?",78931860,"Kennesaw, GA",4
107938138,"The continuing resistance to wearing a mask is mind boggling. More and more evidence shows that, in situations—particularly indoors—where social distancing is difficult, masks help protect others if you are unknowingly infected. Wearing one in crowded public areas shows you care about others. It’s one easy step you can take. If, somehow, the accumulating evidence is wrong and masks aren’t hugely effective then, at worst, you sacrificed a tiny bit of comfort. And yet Americans are sitting on the floor of Costco, threatening frontline employees, and screaming like toddlers at the prospect of this minute discomfort. You’d think we were being asked to clamp alligators to our faces.",1114910,"Middlebury, VT",4
107938426,"When I was a teenager I would justify my questionable behavior or desire to do something risky by saying “ Well other guys are doing it”, usually referring to those who were often pushing the boundaries of safe conduct.  My parents would respond with “Would you jump off a cliff if they told you to?, pointing out that peer pressure was affecting my judgment. 
A major component of maturing into an adult is recognizing when your judgment is based on questionable reasoning. Trump and his Republican base remind me of delinquent teenagers. Peer pressure is Trump’s and the right-wing media’s go-to method of controlling their base. Forget all the noise about freedom, etc excuses, they aren’t wearing masks because Trump doesn’t and because they are afraid of being bullied by their peers.",40641811,third coast,4
107936733,"As a small business owner, still in business, in what is basically a rural community, I have been heartened by all the professional and trades people who wear masks and appalled by the number of older folks, notably white women, and teenagers of all backgrounds who stand in defiance of The Mask.  The cry of ""Don't be a sheep"" and ""I have the Right"" is infinitely ironic.  These people obviously don't understand that this country was built upon sacrifice for the greater good. All the generations before us sacrificed, some with their lives, for our nation.

 Each era presents its own challenges and its own version of sacrifice.  This pandemic is our time and opportunity to step up to the plate by doing everything we can to stop the spread.  Shame on those who blatantly put the health and lives of their loved ones, friends, family, and fellow citizens at risk for a nebulous ideology based on the slippery slope of lies.",67445520,Blue Ridge Mountains,5
107936689,If you keep a distance in the open outside and don’t caugh on anyone or even talk too much I’m pretty sure the non N95 masks meant to protect OTHER ppl are superfluous and I don’t wear one guiltlessly. That being said even in a progressive state like NJ the COVID protocols are a farce and if the governor doesnt know it hes delusional. I think it’s either ‘only a matter of time before it recurs’ or there’s something else going on because the violations are rampant. Especially in tourism.,88113865,NJ,0
107936924,"Bravo for this column. The virus should be looked on as a form of biological weapon. It aims to disable and kill Americans and destroy the economy. That qualifies as terrorism.
Wearing a mask is the best weapon we have right now to fight this massive attack. There's no ambiguity. Those who refuse to wear a mask are aiding and abetting the enemy.",41261567,Canada,7
107938203,"This isn’t just about Trump setting a bad example. Covid to Trump was bad news that diminished his political fortunes. So he denied it and failed to act. Masks are an acknowledgment of the disease which Trump must therefore reject. He turned masks into a political weapon such that support for Trump requires rejection of masks. If you wear a mask or advocate for them, you’re Trump’s enemy and the enemy of his supporters. This is deviant political behavior and the destructive result is manifest.",63098882,Nevada,6
107934297,"I'm a teenager, so many of my friends don't take this situation very seriously because they're all too ""busy"" going to the packed beaches, parks, etc. to take pictures/videos together without masks, of course for Instagram, TikTok, Snapchat, etc.  

One of my friends said in a group chat the other day, ""ugh I hate masks, they legit make me suffocate."" I swiftly replied back saying, ""you'd legit suffocate when you're diagnosed with COVID.""

He saw my message and knew he lost the argument, so I guess my job was done for now. 

But, seriously, it's simply appalling to realize that some people in my generation think that ""likes"" and ""followers"" are much more important than the health and wellbeing of the people in our communities. I'm speechless.",69127336,NJ,11
107936553,"As a hearing-impaired person who wears hearing aids and works with the public, I would love to see a transparent or partially transparent mask.  Along with all the other stresses of the pandemic, being unable to hear or understand others' speaking through masks is so unpleasant.  I can't hear you, I can't lip read, and I can't gauge context because half your face is hidden.  Face shields are transparent, but have the disadvantage of being open at the bottom.   Is it hard to design a mask with a transparent panel over the mouth?",62228680,Ohio,2
107937119,"What’s our role in this national family dynamic? How do our attitudes and language contribute to the problem? You can only change that which you have control over. What you have control over is yourself.

The left has been guilt-tripping the right pretty much all my life you’re racist, you’re sexist, you’re uncharitable, you’re war mongers, you’re deplorable. I think the two sides of the political spectrum also deal with authority and guilt differently. Maybe you could say that the left has foisted a new morality onto the nation and never given folks a chance to incorporate it. Complaints about political correctness have validity. 

For years we’ve been putting our brothers, fathers and uncles on the defensive. Now comes the mask wearing thing. Maybe many in the heartland are perceiving more guilt-tripping, and reacting according to a dynamic pattern that’s always been sustained by behavior on both sides. Incessant preaching to the choir isn’t going to help here. Which only takes me back to the savvy, compassionate public health messaging that hasn’t been happening.",46912998,"Portland, OR",3
107937905,"This virus is virulent.  It doesn't care if it's a holiday, or if you're young or old.  It only infects and possibly, kills.  

If you don't want to wear a mask, then there should be designated stores, parks, or places, that you can go that those who wear masks won't go.

Have we truly devolved to this point?  For the time being, just wear a mask and go about your life.  I'll do the same for you.",67404116,"Burbank, CA",0
107938134,"It is in fact complicated.
We simply cannot trust a single thing we are told about this entire mess.
Everyone and everything is compromised.
Messages come with agendas.
What is impossible today is mandatory tomorrow.
And on the horizon is the shot.
Will “they” make it mandatory?
Will it work?
Will it make us even sicker?
What draconian nonsense is on the way?
Should we embrace restrictions and controls that will not be lifted when the virus is under control?
This is very complicated.",69569578,Seattle,1
107936902,"Mother Nature is a strict parent.  To survive, her creatures  must adapt to the environment and predators. Humans evolved because we excelled at those skills.  Now we are going backwards by ignoring global warming and treating COVID-19 as a political football, not a predator.  Mother Nature eliminates species that are weak or ignorant.  We will drift toward that destination if we ignore threats to our lives and solutions that  prevent them.  Such threats must be solved by smart plans and, importantly, cooperation from us all.  That's what makes us human.",38918957,"Boston, MA.",6
107938659,"In the past, when I have gone into stores for essentials and I saw someone not wearing a mask, I glared.  

A woman behind me standing too close in the grocery line, mask pulled down, talking on her phone, obviously just traveled into this low incidence resort area.  I put the grocery cart between us and pushed it toward her and made her physically distance.   

Camped on stunning Grand Mesa, more crowded than I have ever experienced camping, many out of state travelers, and  no one wore masks into the little vault toilet.  

A man comes striding up to my group outside a CoVid closed visitor center to ask about fishing, no mask, no physical distancing.   Are these people completely looney?  Do they not realize there is a deadly virus?  I don't want to be exposed to their cooties. 

So, I decided to say something.   On trails where passing means too close, I stop and say ""Hey, I'm an old lady and I prefer physical distancing"" through my mask.  People  comply nicely.  However, when someone gets too close to me in an enclosed space without a mask,  l am angry at their inconsiderate, selfish actions.  

Just yesterday , I was in Murdochs reading ingredients on  bags of dog food allergic dog and a maskless young man  walked up and stood right next to me.  the store does have a sign asking people to wear masks.  I turned and said, quite angry, ""I prefer people to wear masks near me"". 

Personal freedom?  We have a right for personal freedom from their germs and stupidity.",61988981,Colorado,6
107936567,"Seriously? Five months into this pandemic and now we are finally being told that masks are a critical part of the battle against COVID? July 2 and now masks are the key, but in February and March, every pundit was on cable news e.g. Dr. Sanjay Gupta - and I am NOT singling him out - I like him very much telling us - admonishing us - NOT TO WEAR A MASK!  No, we were scolded and told that we do not have the skills to properly wear a mask and that it would do more harm than good. Our great medical minds parroted this insane logic. I screamed at the TV set in mid-March, begging these pundits to please encourage Americans to wear masks at all times in public. It would crush the spread. Being told not to wear a mask was like a supervisor on 9/11 telling you to stay at your desk in the WTC, that there was no real problem. The obvious explanation that I come up with was that there was such a ridiculous SHORTAGE of masks that the pundits and government medical experts had no choice but to tell us not to wear a mask! How could the United States be so caught off guard that they could not even have on hand millions of N95 masks that we wear routinely in medical centers every day?  How sad that all of this could have been avoided.",7820434,Connecticut,2
107936767,"""This is not complicated, folks."" Oh, but it is. Another aspect less talked about but just as important is proper fit. Masks must fit properly and be worn correctly. Masks are useless if hanging off one ear like an earring. Your mask should fit snugly and securely, covering your entire nose and mouth. Masks that are too loose Nancy Pelosi's spread viral particles when the person breathes, since they easily escape the boundaries of the cloth. If your face is small, purchase a youth or child mask for best fit. Heavy beards can interfere with proper mask seal as well. Masks are preferable to bandannas and other homemade products since they are specifically shaped to fit your face. A wire nose guard improves the seal also. Signed, a healthcare worker with a lot of mask experience.",78899448,"Anchorage, AK",1
107936844,"I think public health officials need to approach this from a different angle. We know Trump poisoned the well with his politicizing masks but there are other issues. Masks are not part of our culture. For some people it feels alien. You can’t see people’s smiles, frowns, or any facial expressions in a mask. This disturbs some people. Masks are not pleasant if they have to be worn for long periods of time. We need to approach it from a psychological standpoint. Our problem is because we have no federal leadership the public is getting no consistent message that help the reluctant public accept masks. We need a media blitz that addresses the health and psychological resistance. Americans like cool. We have to make them more cool, more a fashion statement. Shaming people isn’t working and we have to find a way to get the truth out about mask wearing. Trump and his lunatic supporters have people believing all the wrong things about masks. We’ve got to change this because we all must wear masks and it’s going to be for the foreseeable future.",82617544,NM,0
107937173,"i fully support wearing a mask at all times while in pubic, but I would like to acknowledge that service workers and other essential workers have to wear masks at all times, while the bourgeoisie only need to wear them when they go out and not while they work from home. All service workers and essential workers need hazard pay immediately.",76645735,MA,2
107938434,"Sorry Mr.Wegman, but I am morally superior to many of these ant-maskers. I don't support taking children from their parents and throwing them in cages, I don't condone officers of the law knelling on people's necks or shooting citizens in the back, I don't support unregulated corporations pouring poisons into our water and our air. And I SUPPORT wearing masks in public to protect my friends and neighbors. To argue against these protections not only makes people morally bankrupt, but basically evil.",57578161,"Ajo, AZ",3
107937111,"I have pretty much resolved myself to large numbers of folk refusing to wear masks, and I don’t give a flip about their reasons.  I shall avoid them everywhere.  I can order groceries, prescription refills, clothing and alcohol for either curbside pickup or delivery, so I stay home.  The upside of so many door knob licking mask shunners - more toilet paper for me!",79213791,Louisville,1
107937699,The article assumes that no one has had COVID 19.  I have fully recovered from the virus and cannot give the virus to anyone or get sick again.  For me the mask is simply an ornament.,109721871,"Mashpee, MA",0
107937201,"The article and comments clarify that this is a no-brainer. So let's have an honest conversation about how deplorable this nation has become. I mean seriously...what adults need to be told this? How is wearing masks not a non-issue? 

We have a very serious problem that predates and supersedes this pandemic. Daily, the lives of the majority of this nation are being put at risk by a malignly ignorant, prejudiced, bigoted, uninformed minority which relies on magical thinking, conspiracy theories, lies, bullying, threats, and bad behavior to hold the rest of us hostage. 

I'm sick and tired of this deadly dynamic. As a teacher, my life and the lives of my students are put at risk from the threat of gun violence and now from these profoundly flawed human beings who think prancing around without masks trumps saving lives. My governor just announced that schools will open without required masks, meaning every teacher and student will be put at greater risk of *dying* so that we can cater to brats.

This is NOT acceptable. None of it. It's long past time that those who cherish fact, logic, ethics, and the law were heard. Stop wasting energy, time, and lives catering to a group of people who actively wish others harm. 

Time to address the diseased mindset that's put us in such peril. It's just as deadly as any virus and there is a cure. It takes education, accountability, and ignoring those who are factually wrong. 

Let's start here: require masks and fine those who won't comply.",76657927,Cleveland,3
107937811,"Spent a few days in Wyoming where there are way more Trump 2020 banners, signs, and flags then there are masked people. I avoided interactions with the locals to the extent possible.",54971898,"Boulder, Co",2
107938674,Whoever thought we would have such a visible indicator of a  person's general level of intelligence: A person in public wearing a mask; superior level. A person in public without a mask; intelligence roughly equal to body temperature.,55432692,kansas city mo,6
107936863,"Trump is scheduled to attend the No Mask & No Social Distancing fireworks celebration this evening at Mount Rushmore. In the height of a pandemic our president continues to minimize the coronavirus and to flaunt public health precautions. Meanwhile, Americans by the thousands are sickening daily and a significant number have died.

Please; we're overthinking this. President Donald Trump is anti-science and an easy mark for conspiracy theories because, although he has a college degree, he's functionally illiterate. Plus he's too vain to wear a mask.",86075582,"Winter Springs, FL",4
107937108,People who must wear glasses and a mask at the same time experience serious “fogging” of the lenses. That’s a frequent complaint I hear. Where are the inventors who can prevent this from happening and thus encourage mask wearing?,72318600,WV,2
107938087,"Oh, Kellyanne! No one is saying the public should mask up, really? Every healthcare expert, the leaders of some states and municipalities, and leaders of other nations are no one in her book. Who is that someone who’s every utterance is covered by the media? Who is it that has a built in megaphone to speak to citizens? Who is it that has a bully pulpit? Why, could it be that we just have a bully at that pulpit and not a president or leader of any sort?",86080871,"Travelers Rest, SC",1
107938486,Wearing a mask does little to protect you from others but does  significantly help to protect others from you. Most people are not educated in that regard and it is the most selfish act not to wear a mask.,64940148,NY,4
107938563,"The only people politicizing the wearing of masks is the media.  Period.  I see 20 somethings in bars and restaurants shoulder to shoulder, not wearing masks.  I see protesters that only in the last 2 weeks wearing masks; check out the videos from the first two weeks when few had masks.  

Wearing a mask is not political, it's smart.  Not wearing one is not political, it's dumb.",58303694,Atl,2
107937263,"You miss the point sir, these anti-maskers cannot admit truth, or that they are wrong. What is next? Might these folks who have built their lives around lies then have to confront that racism is real, that climate change is real, that the emperor not only wears no clothes or mask but that he and his legions are indebted to Mr. Putin? You sir are asking for a whole repudiation of the ethos for these people. Sir their world and ours is crumbling, it is just too much for these so-called snowflakes to take on truth, dignity, brotherhood.",68019549,"Madison, WI",2
107938161,"I've lost patience with people who refuse to wear masks or socially distance in public. Right now, that appears to be about ninety percent of the people in Central Iowa. Yet, Covid-19 cases and deaths are increasing here. People seem to think that Covid-19 only happens somewhere else to other people.",44503055,Iowa,3
107938071,"Here's what we need to do NOW:  

1.  Get rid of the garbage language of ""flatten the curve"" and replace it with true language, ""lower the death rate.""

2.  Create a Federal health law, fine anyone not wearing a mask in public $1,000.  Thailand does this and though their country of 70 million was the first after China to have Covid, their TOTAL infections are 3,173 with only 58 dead!  All the collected fines would go to local hospitals.

3.  Set up esting centers at every firehouse and public school.  That will help the poor who have the fewest resources.

4.  Set business quarantine periods in 30-day, not 14-day intervals. It takes 2 weeks and often longer for the disease symptoms to manifest.  These longer intervals give everyone businesses a more realistic set of consequences for their commitment to public health and sound financial management. 

5.  Set up a bipartisan Conquer Covid-19 Federal Guidance Command led by the governors of New York, California and Texas.  Report to Congress on a weekly basis on the status of the availability of hospital beds, respirators, tests, personnel and which U.S. counties are making headway and which are not.  

With county reporting, red state vs. blue state divisions are neutralized and local government needs are lined up with national needs.  Other state governors can join but these three would lead.  It is much easier to get consensus with a smaller group and consensus and competency are what we so desperately need right now.",115532628,"Arlington, Virginia",4
107938308,"I do not understand the resistance to wearing a mask. Yeah, I know, they can be hot and uncomfortable, but it's such a simple thing to do. And for goodness sake, please practice social distancing! That's the thing I see becoming more and more lax in my community.",83007384,Colorado,3
107936672,"Hold on, the article cited that masks are “proved to be effective”, is the WHO recommendation to wear masks. But it also points out that no actual studies that show masks actually reduce transmission of the virus. Rather the WHO says their recommendation is based “observational evidence”. 

I wear a mask in accordance with CDC guidelines as we all should. But the premise of this piece is unsupported that just leads to further confusion. Get it straight",74984756,"Stamford, Ct",0
107938064,"Someday soon Trump will don heh-heh a mask. Maybe somebody could invent one that deadens the sound of his speech.   Illogical of course, but what fun is life without thinking of ways to neutralize the awfulness that comes out of his mouth.",30383008,In the Sunshine,1
107938594,"The Castellanos quote so totally demonstrates why COVID-19, and pretty much everything else worrisome, is such a problem - being smart, rational, and moral is anathema to the GOP. There’s a reason Trump loves the “poorly educated.”",62723469,Elsewhere,4
107936983,"I wear a mask when I can’t social distance or am in a closed space but...I am not surprised that the author exempts the “missteps” of the experts regarding mask effectiveness but castigates Trump for every dumb thing that he has said/done.
Why aren’t people angry that had the experts not lied to us, we could have saved many lives?If infected seniors had not been sent back to nursing homes & staff and patients had worn masks, we would have saved thousands of victims. We, foolish citizens, should have realized that when we saw news reports coming out of Asia where everyone was wearing a mask, we were being lied to. Why are you surprised that many have tuned the experts out?",55940555,Fl,2
107937028,"Thank you Jesse. I’d love to see a Public Heath Announcement remember those? that says “JUST WEAR IT” bearing the graphic of a mask, everywhere - social media, billboards, broadcast media , front page NYT.. this really is so simple as you state.",47603689,Somewhere in Idaho,1
107937920,"One thing that has struck me about  this pandemic is the degree to which “the economy” in some of these states seems to based entirely on bars and restaurants. Florida I get, but surely Arizona, Texas and others must have some businesses other than food and drink.   Yet to “open up” seems to mean restaurants and bars?",42386885,Cincinnati,2
107936708,Wear a mask now or a ventilator later. Your  choice.,89491489,NC,0
